----------------
running with CPU
----------------
input file data/input/toyDetector_1000.csv
output file data/output/toyDetector_1000_3_5_5_8.csv
Start to load input points
Finished loading input points
Elapsed time: 110.004 ms
--- prepareDataStructures:     10.9587 ms
--- calculateLocalDensity:     35.8481 ms
--- calculateDistanceToHigher: 45.4064 ms
--- findSeedAndFollowers:      8.26211 ms
--- assignClusters:            1.6279 ms
Elapsed time: 110.203 ms
--- prepareDataStructures:     11.0156 ms
--- calculateLocalDensity:     36.228 ms
--- calculateDistanceToHigher: 44.9753 ms
--- findSeedAndFollowers:      8.33333 ms
--- assignClusters:            1.64751 ms
Elapsed time: 110.388 ms
--- prepareDataStructures:     11.1941 ms
--- calculateLocalDensity:     36.5849 ms
--- calculateDistanceToHigher: 45.2235 ms
--- findSeedAndFollowers:      8.0606 ms
--- assignClusters:            1.61441 ms
Elapsed time: 110.747 ms
--- prepareDataStructures:     11.0292 ms
--- calculateLocalDensity:     35.9132 ms
--- calculateDistanceToHigher: 44.9269 ms
--- findSeedAndFollowers:      8.10808 ms
--- assignClusters:            1.66464 ms
Elapsed time: 109.888 ms
--- prepareDataStructures:     10.9829 ms
--- calculateLocalDensity:     36.0749 ms
--- calculateDistanceToHigher: 44.9502 ms
--- findSeedAndFollowers:      8.1976 ms
--- assignClusters:            1.60665 ms
Elapsed time: 109.955 ms
--- prepareDataStructures:     11.5862 ms
--- calculateLocalDensity:     36.1571 ms
--- calculateDistanceToHigher: 45.8544 ms
--- findSeedAndFollowers:      8.07313 ms
--- assignClusters:            1.61488 ms
Elapsed time: 111.478 ms
--- prepareDataStructures:     11.0243 ms
--- calculateLocalDensity:     36.572 ms
--- calculateDistanceToHigher: 45.1733 ms
--- findSeedAndFollowers:      8.0987 ms
--- assignClusters:            1.61622 ms
Elapsed time: 110.576 ms
--- prepareDataStructures:     11.2969 ms
--- calculateLocalDensity:     41.5487 ms
--- calculateDistanceToHigher: 51.4433 ms
--- findSeedAndFollowers:      8.45247 ms
--- assignClusters:            1.64708 ms
Elapsed time: 122.639 ms
--- prepareDataStructures:     11.6819 ms
--- calculateLocalDensity:     36.6869 ms
--- calculateDistanceToHigher: 45.6727 ms
--- findSeedAndFollowers:      8.11388 ms
--- assignClusters:            1.58975 ms
Elapsed time: 111.839 ms
--- prepareDataStructures:     11.2034 ms
--- calculateLocalDensity:     36.5492 ms
--- calculateDistanceToHigher: 45.4252 ms
--- findSeedAndFollowers:      8.14586 ms
--- assignClusters:            1.64713 ms
Elapsed time: 111.14 ms
--- prepareDataStructures:     11.0113 ms
--- calculateLocalDensity:     36.6403 ms
--- calculateDistanceToHigher: 46.2327 ms
--- findSeedAndFollowers:      8.28879 ms
--- assignClusters:            1.61987 ms
Elapsed time: 111.939 ms
--- prepareDataStructures:     10.9866 ms
--- calculateLocalDensity:     36.6198 ms
--- calculateDistanceToHigher: 45.8889 ms
--- findSeedAndFollowers:      8.06981 ms
--- assignClusters:            1.64561 ms
Elapsed time: 111.379 ms
--- prepareDataStructures:     11.074 ms
--- calculateLocalDensity:     36.318 ms
--- calculateDistanceToHigher: 44.862 ms
--- findSeedAndFollowers:      8.38954 ms
--- assignClusters:            1.64198 ms
Elapsed time: 110.585 ms
--- prepareDataStructures:     11.2253 ms
--- calculateLocalDensity:     35.9154 ms
--- calculateDistanceToHigher: 44.9747 ms
--- findSeedAndFollowers:      8.10511 ms
--- assignClusters:            1.62244 ms
Elapsed time: 110.017 ms
--- prepareDataStructures:     11.1882 ms
--- calculateLocalDensity:     36.9887 ms
--- calculateDistanceToHigher: 44.9691 ms
--- findSeedAndFollowers:      8.17939 ms
--- assignClusters:            1.64313 ms
Elapsed time: 111.277 ms
--- prepareDataStructures:     10.9387 ms
--- calculateLocalDensity:     36.1287 ms
--- calculateDistanceToHigher: 53.3459 ms
--- findSeedAndFollowers:      11.2192 ms
--- assignClusters:            1.66432 ms
Elapsed time: 123.188 ms
--- prepareDataStructures:     10.9949 ms
--- calculateLocalDensity:     36.1338 ms
--- calculateDistanceToHigher: 45.0299 ms
--- findSeedAndFollowers:      8.079 ms
--- assignClusters:            1.61809 ms
Elapsed time: 109.963 ms
--- prepareDataStructures:     11.151 ms
--- calculateLocalDensity:     36.3605 ms
--- calculateDistanceToHigher: 45.087 ms
--- findSeedAndFollowers:      8.35169 ms
--- assignClusters:            1.62625 ms
Elapsed time: 110.721 ms
--- prepareDataStructures:     11.0347 ms
--- calculateLocalDensity:     36.2795 ms
--- calculateDistanceToHigher: 44.7536 ms
--- findSeedAndFollowers:      8.14228 ms
--- assignClusters:            1.6364 ms
Elapsed time: 109.946 ms
--- prepareDataStructures:     11.4891 ms
--- calculateLocalDensity:     36.5568 ms
--- calculateDistanceToHigher: 44.932 ms
--- findSeedAndFollowers:      8.28184 ms
--- assignClusters:            1.65606 ms
Elapsed time: 111.244 ms
--- prepareDataStructures:     11.0295 ms
--- calculateLocalDensity:     35.994 ms
--- calculateDistanceToHigher: 44.7961 ms
--- findSeedAndFollowers:      8.13294 ms
--- assignClusters:            1.61031 ms
Elapsed time: 109.651 ms
--- prepareDataStructures:     11.0012 ms
--- calculateLocalDensity:     36.0677 ms
--- calculateDistanceToHigher: 45.2406 ms
--- findSeedAndFollowers:      8.15673 ms
--- assignClusters:            1.64032 ms
Elapsed time: 110.25 ms
--- prepareDataStructures:     11.0303 ms
--- calculateLocalDensity:     36.3181 ms
--- calculateDistanceToHigher: 44.9862 ms
--- findSeedAndFollowers:      8.2992 ms
--- assignClusters:            1.70853 ms
Elapsed time: 110.759 ms
--- prepareDataStructures:     11.4505 ms
--- calculateLocalDensity:     36.193 ms
--- calculateDistanceToHigher: 45.4315 ms
--- findSeedAndFollowers:      8.16663 ms
--- assignClusters:            1.61542 ms
Elapsed time: 110.995 ms
--- prepareDataStructures:     10.9795 ms
--- calculateLocalDensity:     36.6078 ms
--- calculateDistanceToHigher: 45.1105 ms
--- findSeedAndFollowers:      8.20816 ms
--- assignClusters:            1.61374 ms
Elapsed time: 110.672 ms
--- prepareDataStructures:     11.0217 ms
--- calculateLocalDensity:     36.1962 ms
--- calculateDistanceToHigher: 44.8505 ms
--- findSeedAndFollowers:      8.3177 ms
--- assignClusters:            1.60358 ms
Elapsed time: 110.101 ms
--- prepareDataStructures:     11.1843 ms
--- calculateLocalDensity:     36.0025 ms
--- calculateDistanceToHigher: 45.3771 ms
--- findSeedAndFollowers:      8.02204 ms
--- assignClusters:            1.63924 ms
Elapsed time: 110.314 ms
--- prepareDataStructures:     11.2283 ms
--- calculateLocalDensity:     35.9512 ms
--- calculateDistanceToHigher: 45.6992 ms
--- findSeedAndFollowers:      8.52103 ms
--- assignClusters:            1.65897 ms
Elapsed time: 111.275 ms
--- prepareDataStructures:     11.3568 ms
--- calculateLocalDensity:     36.4548 ms
--- calculateDistanceToHigher: 45.3956 ms
--- findSeedAndFollowers:      8.28515 ms
--- assignClusters:            1.62003 ms
Elapsed time: 111.266 ms
--- prepareDataStructures:     11.1234 ms
--- calculateLocalDensity:     36.1436 ms
--- calculateDistanceToHigher: 44.9541 ms
--- findSeedAndFollowers:      8.2531 ms
--- assignClusters:            1.60736 ms
Elapsed time: 110.586 ms
--- prepareDataStructures:     11.0703 ms
--- calculateLocalDensity:     36.4168 ms
--- calculateDistanceToHigher: 44.7985 ms
--- findSeedAndFollowers:      8.21599 ms
--- assignClusters:            1.64525 ms
Elapsed time: 110.341 ms
--- prepareDataStructures:     10.9573 ms
--- calculateLocalDensity:     35.9847 ms
--- calculateDistanceToHigher: 45.3543 ms
--- findSeedAndFollowers:      8.55383 ms
--- assignClusters:            1.65033 ms
Elapsed time: 110.721 ms
--- prepareDataStructures:     11.1775 ms
--- calculateLocalDensity:     36.523 ms
--- calculateDistanceToHigher: 45.292 ms
--- findSeedAndFollowers:      8.15252 ms
--- assignClusters:            1.6321 ms
Elapsed time: 110.941 ms
--- prepareDataStructures:     11.0753 ms
--- calculateLocalDensity:     36.1101 ms
--- calculateDistanceToHigher: 44.9837 ms
--- findSeedAndFollowers:      8.13468 ms
--- assignClusters:            1.63874 ms
Elapsed time: 110.125 ms
--- prepareDataStructures:     11.0936 ms
--- calculateLocalDensity:     35.9557 ms
--- calculateDistanceToHigher: 45.2707 ms
--- findSeedAndFollowers:      8.05035 ms
--- assignClusters:            1.67216 ms
Elapsed time: 110.105 ms
--- prepareDataStructures:     10.9326 ms
--- calculateLocalDensity:     36.3094 ms
--- calculateDistanceToHigher: 45.236 ms
--- findSeedAndFollowers:      8.09347 ms
--- assignClusters:            1.62482 ms
Elapsed time: 110.237 ms
--- prepareDataStructures:     11.0114 ms
--- calculateLocalDensity:     36.0036 ms
--- calculateDistanceToHigher: 46.7838 ms
--- findSeedAndFollowers:      8.27247 ms
--- assignClusters:            1.66345 ms
Elapsed time: 111.868 ms
--- prepareDataStructures:     11.0983 ms
--- calculateLocalDensity:     36.3101 ms
--- calculateDistanceToHigher: 45.0454 ms
--- findSeedAndFollowers:      8.10728 ms
--- assignClusters:            1.6227 ms
Elapsed time: 110.289 ms
--- prepareDataStructures:     11.0447 ms
--- calculateLocalDensity:     36.4026 ms
--- calculateDistanceToHigher: 44.9504 ms
--- findSeedAndFollowers:      8.12307 ms
--- assignClusters:            1.6132 ms
Elapsed time: 110.252 ms
--- prepareDataStructures:     11.1343 ms
--- calculateLocalDensity:     36.0484 ms
--- calculateDistanceToHigher: 45.2258 ms
--- findSeedAndFollowers:      8.11664 ms
--- assignClusters:            1.65455 ms
Elapsed time: 110.247 ms
--- prepareDataStructures:     11.033 ms
--- calculateLocalDensity:     36.104 ms
--- calculateDistanceToHigher: 45.8221 ms
--- findSeedAndFollowers:      8.19651 ms
--- assignClusters:            1.68066 ms
Elapsed time: 111.058 ms
--- prepareDataStructures:     11.1821 ms
--- calculateLocalDensity:     36.3608 ms
--- calculateDistanceToHigher: 45.3969 ms
--- findSeedAndFollowers:      8.12698 ms
--- assignClusters:            1.59973 ms
Elapsed time: 110.715 ms
--- prepareDataStructures:     10.9863 ms
--- calculateLocalDensity:     36.0755 ms
--- calculateDistanceToHigher: 45.152 ms
--- findSeedAndFollowers:      8.21413 ms
--- assignClusters:            1.63153 ms
Elapsed time: 110.109 ms
--- prepareDataStructures:     11.0834 ms
--- calculateLocalDensity:     40.9916 ms
--- calculateDistanceToHigher: 50.6643 ms
--- findSeedAndFollowers:      11.1343 ms
--- assignClusters:            1.65432 ms
Elapsed time: 123.781 ms
--- prepareDataStructures:     11.0326 ms
--- calculateLocalDensity:     36.2096 ms
--- calculateDistanceToHigher: 45.2928 ms
--- findSeedAndFollowers:      8.23299 ms
--- assignClusters:            1.61104 ms
Elapsed time: 110.441 ms
--- prepareDataStructures:     11.1199 ms
--- calculateLocalDensity:     37.3344 ms
--- calculateDistanceToHigher: 45.3612 ms
--- findSeedAndFollowers:      8.26394 ms
--- assignClusters:            1.6023 ms
Elapsed time: 111.955 ms
--- prepareDataStructures:     11.1241 ms
--- calculateLocalDensity:     36.1797 ms
--- calculateDistanceToHigher: 44.8771 ms
--- findSeedAndFollowers:      8.15604 ms
--- assignClusters:            1.59398 ms
Elapsed time: 110.044 ms
--- prepareDataStructures:     11.0113 ms
--- calculateLocalDensity:     35.897 ms
--- calculateDistanceToHigher: 45.5228 ms
--- findSeedAndFollowers:      8.1312 ms
--- assignClusters:            1.61915 ms
Elapsed time: 110.349 ms
--- prepareDataStructures:     11.0215 ms
--- calculateLocalDensity:     36.3343 ms
--- calculateDistanceToHigher: 45.2463 ms
--- findSeedAndFollowers:      8.19718 ms
--- assignClusters:            1.62874 ms
Elapsed time: 110.526 ms
--- prepareDataStructures:     10.9514 ms
--- calculateLocalDensity:     36.6259 ms
--- calculateDistanceToHigher: 45.7307 ms
--- findSeedAndFollowers:      8.13362 ms
--- assignClusters:            1.62133 ms
Elapsed time: 111.188 ms
--- prepareDataStructures:     11 ms
--- calculateLocalDensity:     36.2514 ms
--- calculateDistanceToHigher: 44.9178 ms
--- findSeedAndFollowers:      8.12887 ms
--- assignClusters:            1.60825 ms
Elapsed time: 110.066 ms
--- prepareDataStructures:     10.8963 ms
--- calculateLocalDensity:     36.2584 ms
--- calculateDistanceToHigher: 44.8212 ms
--- findSeedAndFollowers:      8.16678 ms
--- assignClusters:            1.65135 ms
Elapsed time: 109.841 ms
--- prepareDataStructures:     10.9965 ms
--- calculateLocalDensity:     35.9723 ms
--- calculateDistanceToHigher: 45.3995 ms
--- findSeedAndFollowers:      8.07979 ms
--- assignClusters:            1.6198 ms
Elapsed time: 110.188 ms
--- prepareDataStructures:     11.1927 ms
--- calculateLocalDensity:     35.9014 ms
--- calculateDistanceToHigher: 44.7591 ms
--- findSeedAndFollowers:      8.46517 ms
--- assignClusters:            1.67489 ms
Elapsed time: 110.272 ms
--- prepareDataStructures:     11.1676 ms
--- calculateLocalDensity:     36.0512 ms
--- calculateDistanceToHigher: 45.3698 ms
--- findSeedAndFollowers:      8.14035 ms
--- assignClusters:            1.65689 ms
Elapsed time: 110.603 ms
--- prepareDataStructures:     11.0305 ms
--- calculateLocalDensity:     35.9369 ms
--- calculateDistanceToHigher: 44.9978 ms
--- findSeedAndFollowers:      8.23829 ms
--- assignClusters:            1.60761 ms
Elapsed time: 109.862 ms
--- prepareDataStructures:     11.2235 ms
--- calculateLocalDensity:     36.2056 ms
--- calculateDistanceToHigher: 44.8692 ms
--- findSeedAndFollowers:      8.2202 ms
--- assignClusters:            1.59741 ms
Elapsed time: 110.179 ms
--- prepareDataStructures:     10.9905 ms
--- calculateLocalDensity:     35.8701 ms
--- calculateDistanceToHigher: 45.0092 ms
--- findSeedAndFollowers:      8.2723 ms
--- assignClusters:            1.65615 ms
Elapsed time: 110.035 ms
--- prepareDataStructures:     10.8994 ms
--- calculateLocalDensity:     37.1704 ms
--- calculateDistanceToHigher: 45.101 ms
--- findSeedAndFollowers:      8.14653 ms
--- assignClusters:            1.64073 ms
Elapsed time: 111.205 ms
--- prepareDataStructures:     11.2134 ms
--- calculateLocalDensity:     36.3009 ms
--- calculateDistanceToHigher: 45.1243 ms
--- findSeedAndFollowers:      8.21235 ms
--- assignClusters:            1.6459 ms
Elapsed time: 110.504 ms
--- prepareDataStructures:     11.1871 ms
--- calculateLocalDensity:     35.7873 ms
--- calculateDistanceToHigher: 45.5678 ms
--- findSeedAndFollowers:      8.22463 ms
--- assignClusters:            1.67041 ms
Elapsed time: 110.695 ms
--- prepareDataStructures:     11.0059 ms
--- calculateLocalDensity:     36.6222 ms
--- calculateDistanceToHigher: 45.1257 ms
--- findSeedAndFollowers:      8.14559 ms
--- assignClusters:            1.63199 ms
Elapsed time: 110.566 ms
--- prepareDataStructures:     11.0021 ms
--- calculateLocalDensity:     36.1415 ms
--- calculateDistanceToHigher: 45.6854 ms
--- findSeedAndFollowers:      8.25553 ms
--- assignClusters:            1.65749 ms
Elapsed time: 111.045 ms
--- prepareDataStructures:     11.2155 ms
--- calculateLocalDensity:     36.5804 ms
--- calculateDistanceToHigher: 45.1207 ms
--- findSeedAndFollowers:      8.05158 ms
--- assignClusters:            1.64279 ms
Elapsed time: 110.689 ms
--- prepareDataStructures:     11.0207 ms
--- calculateLocalDensity:     36.1764 ms
--- calculateDistanceToHigher: 44.7785 ms
--- findSeedAndFollowers:      8.08634 ms
--- assignClusters:            1.67656 ms
Elapsed time: 109.847 ms
--- prepareDataStructures:     11.1724 ms
--- calculateLocalDensity:     36.0807 ms
--- calculateDistanceToHigher: 45.2436 ms
--- findSeedAndFollowers:      8.01248 ms
--- assignClusters:            1.61915 ms
Elapsed time: 110.389 ms
--- prepareDataStructures:     11.0077 ms
--- calculateLocalDensity:     36.1843 ms
--- calculateDistanceToHigher: 44.7134 ms
--- findSeedAndFollowers:      8.29567 ms
--- assignClusters:            1.6137 ms
Elapsed time: 109.916 ms
--- prepareDataStructures:     11.2725 ms
--- calculateLocalDensity:     36.3906 ms
--- calculateDistanceToHigher: 45.2286 ms
--- findSeedAndFollowers:      8.33727 ms
--- assignClusters:            1.62175 ms
Elapsed time: 111.097 ms
--- prepareDataStructures:     10.9751 ms
--- calculateLocalDensity:     36.1482 ms
--- calculateDistanceToHigher: 44.9188 ms
--- findSeedAndFollowers:      8.18964 ms
--- assignClusters:            1.62426 ms
Elapsed time: 110.067 ms
--- prepareDataStructures:     10.8846 ms
--- calculateLocalDensity:     36.1729 ms
--- calculateDistanceToHigher: 45.0381 ms
--- findSeedAndFollowers:      8.07161 ms
--- assignClusters:            1.62651 ms
Elapsed time: 109.936 ms
--- prepareDataStructures:     11.2617 ms
--- calculateLocalDensity:     35.9997 ms
--- calculateDistanceToHigher: 44.7653 ms
--- findSeedAndFollowers:      8.05817 ms
--- assignClusters:            1.6053 ms
Elapsed time: 109.81 ms
--- prepareDataStructures:     10.9946 ms
--- calculateLocalDensity:     36.4695 ms
--- calculateDistanceToHigher: 45.62 ms
--- findSeedAndFollowers:      8.14016 ms
--- assignClusters:            1.63746 ms
Elapsed time: 111.029 ms
--- prepareDataStructures:     11.1761 ms
--- calculateLocalDensity:     36.4383 ms
--- calculateDistanceToHigher: 44.8733 ms
--- findSeedAndFollowers:      8.08701 ms
--- assignClusters:            1.60603 ms
Elapsed time: 110.32 ms
--- prepareDataStructures:     11.1144 ms
--- calculateLocalDensity:     36.3072 ms
--- calculateDistanceToHigher: 45.2207 ms
--- findSeedAndFollowers:      8.08721 ms
--- assignClusters:            1.64282 ms
Elapsed time: 110.555 ms
--- prepareDataStructures:     10.9221 ms
--- calculateLocalDensity:     36.0047 ms
--- calculateDistanceToHigher: 44.8141 ms
